Year,Grid_Ref_Easting,Grid_Ref_Northing,Number_of_Vehicles,Number_of_Casualties,Accident_Date,Time,Road_Class,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Casualty_Severity,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle
2013,427530,438604,1,3,10.10.2013,1545,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,14,Bus or coach
2013,427486,434583,2,1,11.10.2013,1910,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine with high winds,Driver or rider,Serious,Male,52,Bicycle
2013,426783,435564,2,1,11.10.2013,2350,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Serious,Female,36,Car
2013,428102,432982,1,1,12.10.2013,1900,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,42,Bus or coach
2013,428126,433074,1,1,12.10.2013,1945,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Motorcycle >50cc and <=125cc
2013,430859,434151,1,1,12.10.2013,2200,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,17,Motorcycle >50cc and <=125cc
2013,440396,437389,1,1,13.10.2013,1515,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,75,Car
2013,420334,445550,2,1,13.10.2013,1645,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,52,Motorcycle over 500cc
2013,430233,433394,1,1,13.10.2013,1,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Female,16,Taxi/Private hire car
2013,429006,432318,2,1,13.10.2013,1820,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Taxi/Private hire car
2013,425622,438011,2,3,13.10.2013,2018,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,24,Motorcycle <= 50cc
2013,425622,438011,2,3,13.10.2013,2018,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,25,Car
2013,425622,438011,2,3,13.10.2013,2018,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Serious,Male,44,Motorcycle <= 50cc
2013,428322,429613,3,1,13.10.2013,1335,"A (""back roads"")",Dry,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,32,Car
2013,433365,436925,2,1,12.10.2013,920,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,18,Motorcycle >50cc and <=125cc
2013,428525,431398,1,1,10.10.2013,1945,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Serious,Female,54,Car
2013,419631,438553,3,2,14.10.2013,1249,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,34,Car
2013,419631,438553,3,2,14.10.2013,1249,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,41,Car
2013,419924,434106,2,2,14.10.2013,1450,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,67,Car
2013,419924,434106,2,2,14.10.2013,1450,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Female,24,Car
2013,429049,435365,1,1,14.10.2013,1520,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,5,Bus or coach
2013,439314,432419,2,1,15.10.2013,610,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,28,Motorcycle >50cc and <=125cc
2013,429866,434308,1,1,14.10.2013,1435,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Female,66,Bus or coach
2013,431966,435829,2,4,15.10.2013,950,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,38,Car
2013,431966,435829,2,4,15.10.2013,950,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,28,Car
2013,431966,435829,2,4,15.10.2013,950,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,32,Car
2013,431966,435829,2,4,15.10.2013,950,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,30,Car
2013,428644,435282,2,1,1.10.2013,1900,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,29,Bicycle
2013,432488,436581,1,1,15.10.2013,1520,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,14,Car
2013,428950,435477,1,1,16.10.2013,2225,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,41,Car
2013,441721,427971,2,1,10.10.2013,905,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,37,Car
2013,427842,430557,3,1,16.10.2013,800,"A (""back roads"")",Wet,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Male,43,Car
2013,434407,433731,1,1,16.10.2013,1510,B (regional road),Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Serious,Female,82,Car
2013,423839,434265,2,1,16.10.2013,1625,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,38,Car
2013,428433,435000,2,1,17.10.2013,815,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,11,Car
2013,426857,431675,1,1,17.10.2013,1009,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,57,Car
2013,429674,436860,2,1,17.10.2013,1740,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,9,Bicycle
2013,429152,431774,2,1,17.10.2013,1819,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Car
2013,427879,436571,2,1,17.10.2013,1845,B (regional road),Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,30,Motorcycle >50cc and <=125cc
2013,427897,436195,2,1,17.10.2013,1210,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Female,23,Bicycle
2013,428588,430678,1,1,17.10.2013,1520,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,13,Car
2013,431027,431640,1,1,17.10.2013,1915,Unclassified,Dry,Darkness (streetlights present and lit),Unknown,Pedestrian,Slight,Female,43,Car
2013,430453,425107,2,2,18.10.2013,1434,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Female,20,Motorcycle <= 50cc
2013,430453,425107,2,2,18.10.2013,1434,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,12,Motorcycle <= 50cc
2013,428826,435227,2,1,18.10.2013,1315,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,28,Bicycle
2013,424533,438403,1,1,19.10.2013,1230,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,10,Taxi/Private hire car
2013,430577,433451,2,2,19.10.2013,1440,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,49,Bus or coach
2013,430577,433451,2,2,19.10.2013,1440,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,79,Bus or coach
2013,418966,442009,1,1,19.10.2013,1528,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,73,Car
2013,427995,435189,2,1,19.10.2013,15,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,26,Bicycle
2013,430386,435825,1,1,20.10.2013,45,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,36,Taxi/Private hire car
2013,430165,432847,1,1,20.10.2013,230,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,29,Taxi/Private hire car
2013,431171,440728,2,1,20.10.2013,1015,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,53,Motorcycle over 500cc
2013,429337,433710,2,1,19.10.2013,2010,"A(M) (""main roads"")",Wet,Darkness (streetlights present and lit),Fine with high winds,Driver or rider,Slight,Male,21,Car
2013,431399,435025,2,1,20.10.2013,1300,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,41,Car
2013,430104,433928,1,1,20.10.2013,215,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Pedestrian,Slight,Male,19,Car
2013,418890,442260,2,1,21.10.2013,715,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,34,Car
2013,433520,432888,2,1,21.10.2013,810,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,33,Car
2013,425706,428502,2,1,21.10.2013,810,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,47,Motorcycle >125cc and <=500cc
2013,440929,447958,2,1,21.10.2013,1305,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,90,Car
2013,430456,433682,1,1,21.10.2013,1325,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Slight,Female,78,Motorcycle >50cc and <=125cc
2013,431965,431244,2,1,18.10.2013,1425,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,47,Bicycle
2013,425615,436356,2,2,21.10.2013,1650,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,72,Car
2013,425615,436356,2,2,21.10.2013,1650,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,40,Car
2013,434646,433602,1,1,21.10.2013,2040,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,14,Car
2013,431855,434715,1,1,21.10.2013,2155,Unclassified,Dry,Darkness (streetlights present and lit),Raining without high winds,Pedestrian,Slight,Female,25,Bus or coach
2013,429109,433846,1,1,22.10.2013,214,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Male,18,Car
2013,420892,440980,2,1,22.10.2013,1055,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,72,Car
2013,425402,427050,2,1,22.10.2013,834,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Female,17,Motorcycle >50cc and <=125cc
2013,425278,427172,2,1,22.10.2013,1010,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Goods vehicle <=3.5 tons
2013,442611,427577,3,1,22.10.2013,2318,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,26,Car
2013,428508,432645,3,1,23.10.2013,650,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,28,Car
2013,427871,436238,2,1,23.10.2013,755,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,33,Bicycle
2013,428844,430204,2,5,23.10.2013,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,37,Car
2013,428844,430204,2,5,23.10.2013,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,54,Car
2013,428844,430204,2,5,23.10.2013,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,11,Car
2013,428844,430204,2,5,23.10.2013,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,1,Car
2013,428844,430204,2,5,23.10.2013,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,13,Car
2013,430884,433481,2,1,22.10.2013,2250,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Slight,Male,22,Bicycle
2013,430311,433522,1,1,24.10.2013,1024,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,60,Bus or coach
2013,423715,438716,1,1,24.10.2013,1455,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Female,49,Car
2013,430079,431184,1,1,24.10.2013,1615,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Male,11,Car
2013,426502,433760,2,1,24.10.2013,1620,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,26,Car
2013,430634,431189,2,3,24.10.2013,1945,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,58,Car
2013,430634,431189,2,3,24.10.2013,1945,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,430634,431189,2,3,24.10.2013,1945,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,22,Car
2013,424278,428345,2,1,24.10.2013,2140,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,20,Motorcycle >50cc and <=125cc
2013,429049,425722,2,2,25.10.2013,846,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,54,Car
2013,429049,425722,2,2,25.10.2013,846,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,31,Car
2013,431976,426259,4,2,25.10.2013,436,Motorway (freeway),Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Fatal,Male,26,Car
2013,431976,426259,4,2,25.10.2013,436,Motorway (freeway),Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,57,Goods vehicle <=3.5 tons
2013,430776,438444,1,1,24.10.2013,730,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Female,24,Car
2013,421127,434478,2,1,24.10.2013,1310,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,53,Car
2013,431766,434238,1,1,24.10.2013,815,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,12,Car
2013,420955,439963,1,1,25.10.2013,807,B (regional road),Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Slight,Male,13,Car
2013,424571,434439,1,1,25.10.2013,1930,Unclassified,Wet,Darkness (streetlights present and lit),Raining with high winds,Pedestrian,Serious,Male,82,Car
2013,429765,435773,2,1,23.10.2013,830,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,38,Bicycle
2013,429316,435019,2,1,24.10.2013,1450,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,18,Bicycle
2013,426900,435447,2,1,26.10.2013,1230,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,9,Bicycle
2013,423189,434659,2,1,22.10.2013,900,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,22,Bicycle
2013,424144,430434,2,1,26.10.2013,1240,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,30,Motorcycle >50cc and <=125cc
2013,424538,445137,2,1,26.10.2013,1225,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,45,Bicycle
2013,428826,432503,2,1,12.10.2013,800,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,53,Bicycle
2013,430654,434683,2,2,27.10.2013,957,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Car
2013,430654,434683,2,2,27.10.2013,957,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,17,Car
2013,429928,427585,4,1,27.10.2013,1000,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,25,Car
2013,431864,430423,2,1,27.10.2013,940,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,15,Bicycle
2013,431885,435545,2,4,27.10.2013,1630,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,40,Car
2013,431885,435545,2,4,27.10.2013,1630,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,Car
2013,431885,435545,2,4,27.10.2013,1630,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,30,Car
2013,431885,435545,2,4,27.10.2013,1630,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,12,Car
2013,429232,435448,2,1,27.10.2013,1620,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,50,Car
2013,428954,435472,2,1,27.10.2013,1700,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,30,Car
2013,426574,427262,1,1,28.10.2013,939,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Slight,Female,71,Car
2013,426196,437498,2,1,28.10.2013,915,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,22,Car
2013,427217,433519,5,1,1.10.2013,1340,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,56,Car
2013,430041,432551,1,1,28.10.2013,1744,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,2,Car
2013,427135,426477,1,1,29.10.2013,1020,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,83,Car
2013,430643,434702,2,3,29.10.2013,1140,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,52,Car
2013,430643,434702,2,3,29.10.2013,1140,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,41,Car
2013,430643,434702,2,3,29.10.2013,1140,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,36,Car
2013,431140,434313,3,1,29.10.2013,1250,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,33,Car
2013,428170,427776,4,1,30.10.2013,1054,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Goods vehicle <=3.5 tons
2013,429436,433455,1,1,28.10.2013,755,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,23,Car
2013,436944,441784,2,1,30.10.2013,1400,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,21,Bicycle
2013,434357,428231,2,1,30.10.2013,1915,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,53,Bicycle
2013,431889,435657,1,1,31.10.2013,1300,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,9,Car
2013,428056,434320,2,1,31.10.2013,930,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,58,Car
2013,430017,438609,2,1,31.10.2013,815,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,47,Bicycle
2013,435751,436383,1,1,1.11.2013,1205,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,69,Bus or coach
2013,431219,434769,2,1,1.11.2013,1240,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Car
2013,430796,435329,1,1,1.11.2013,1230,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Female,4,Bus or coach
2013,430848,436595,1,1,1.11.2013,1720,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Female,32,Car
2013,429851,435712,2,1,1.11.2013,1710,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,26,Motorcycle >50cc and <=125cc
2013,428979,435454,1,1,1.11.2013,1720,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Pedestrian,Slight,Male,22,Car
2013,422944,443093,2,3,2.11.2013,1751,Unclassified,Wet,Darkness (streetlights present and lit),Raining with high winds,Driver or rider,Slight,Male,21,Car
2013,422944,443093,2,3,2.11.2013,1751,Unclassified,Wet,Darkness (streetlights present and lit),Raining with high winds,Vehicle or pillion passenger,Slight,Female,28,Car
2013,422944,443093,2,3,2.11.2013,1751,Unclassified,Wet,Darkness (streetlights present and lit),Raining with high winds,Vehicle or pillion passenger,Slight,Female,22,Car
2013,431451,435819,2,2,1.11.2013,1900,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,5,Car
2013,431451,435819,2,2,1.11.2013,1900,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,8,Car
2013,428550,434512,2,1,31.10.2013,1240,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,6,Car
2013,429973,431074,1,1,20.10.2013,1300,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,52,Taxi/Private hire car
2013,431874,435944,3,3,2.11.2013,1415,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,79,Car
2013,431874,435944,3,3,2.11.2013,1415,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Car
2013,431874,435944,3,3,2.11.2013,1415,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,37,Car
2013,429311,435025,1,1,1.11.2013,1720,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Other,Pedestrian,Slight,Female,20,Car
2013,433963,441110,2,1,3.11.2013,1605,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,56,Bicycle
2013,430107,430931,4,3,3.11.2013,1613,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,26,Car
2013,430107,430931,4,3,3.11.2013,1613,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Car
2013,430107,430931,4,3,3.11.2013,1613,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
2013,423275,433374,2,1,2.11.2013,1740,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,23,Motorcycle >50cc and <=125cc
2013,431473,430372,2,1,4.11.2013,750,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,26,Bicycle
2013,426989,433437,2,1,4.11.2013,1708,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,54,Car
2013,435082,438394,2,1,5.11.2013,755,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,38,Car
2013,429371,433716,2,2,5.11.2013,810,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,38,Car
2013,429371,433716,2,2,5.11.2013,810,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Female,30,Car
2013,425085,439350,2,1,5.11.2013,630,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Serious,Male,40,Car
2013,429427,433922,2,2,5.11.2013,1020,"A(M) (""main roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,33,Car
2013,429427,433922,2,2,5.11.2013,1020,"A(M) (""main roads"")",Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,34,Car
2013,426063,427378,1,2,5.11.2013,1325,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,64,Car
2013,426063,427378,1,2,5.11.2013,1325,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,17,Car
2013,429737,430545,2,1,5.11.2013,1125,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,32,Car
2013,429092,428692,3,5,5.11.2013,1840,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,33,Car
2013,429092,428692,3,5,5.11.2013,1840,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,6,Car
2013,429092,428692,3,5,5.11.2013,1840,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,9,Car
2013,429092,428692,3,5,5.11.2013,1840,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,429092,428692,3,5,5.11.2013,1840,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Serious,Female,22,Car
2013,442037,442850,2,3,6.11.2013,725,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,62,Car
2013,442037,442850,2,3,6.11.2013,725,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,26,Car
2013,442037,442850,2,3,6.11.2013,725,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Male,29,Car
2013,434190,436975,3,3,6.11.2013,2302,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,26,Car
2013,434190,436975,3,3,6.11.2013,2302,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,30,Car
2013,434190,436975,3,3,6.11.2013,2302,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,54,Car
2013,443351,428757,1,1,7.11.2013,845,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,8,Car
2013,425459,432856,2,1,6.11.2013,1230,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,19,Motorcycle >50cc and <=125cc
2013,437653,429714,3,2,7.11.2013,1050,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,66,Car
2013,437653,429714,3,2,7.11.2013,1050,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,65,Car
2013,425499,434279,2,1,7.11.2013,1037,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,33,Car
2013,430498,435236,2,1,7.11.2013,845,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,41,Bicycle
2013,423905,438203,1,1,7.11.2013,1405,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Female,74,Car
