Year,Grid_Ref_Easting,Grid_Ref_Northing,Number_of_Vehicles,Number_of_Casualties,Accident_Date,Time,Road_Class,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Casualty_Severity,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle
2014,432592,427380,3,2,17.10.2014,57,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Slight,Male,19,Car
2014,432592,427380,3,2,17.10.2014,57,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Raining without high winds,Vehicle or pillion passenger,Slight,Male,17,Car
2014,423047,437663,2,1,17.10.2014,758,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,31,Bicycle
2014,423809,439248,2,1,17.10.2014,745,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,23,Car
2014,431371,435302,2,2,17.10.2014,835,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,40,Car
2014,431371,435302,2,2,17.10.2014,835,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,28,Car
2014,433258,434026,3,2,17.10.2014,1000,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,31,Car
2014,433258,434026,3,2,17.10.2014,1000,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,31,Car
2014,441101,449222,2,1,17.10.2014,1155,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,56,Car
2014,428268,429615,2,1,17.10.2014,1255,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,31,Car
2014,436836,433727,2,1,17.10.2014,1540,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,35,Car
2014,424100,431966,3,1,18.10.2014,945,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,50,Car
2014,427891,432915,2,1,18.10.2014,1030,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Female,34,Car
2014,433552,435959,2,1,18.10.2014,1313,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,50,Car
2014,430641,433827,2,2,18.10.2014,1405,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,20,Car
2014,430641,433827,2,2,18.10.2014,1405,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,Car
2014,423666,437574,2,1,17.10.2014,1845,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,35,Bicycle
2014,429715,433798,2,1,19.10.2014,5,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,40,Taxi/Private hire car
2014,429100,433568,2,2,19.10.2014,640,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,49,Car
2014,429100,433568,2,2,19.10.2014,640,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,39,Car
2014,430140,436301,2,1,19.10.2014,1923,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Male,46,Car
2014,441281,434629,2,1,19.10.2014,2130,Motorway (freeway),Wet,Darkness (no streetlights),Raining without high winds,Driver or rider,Slight,Male,29,Car
2014,430988,428228,2,1,20.10.2014,1234,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,23,Bicycle
2014,431130,431930,1,1,20.10.2014,1415,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,54,Car
2014,435431,439805,2,2,20.10.2014,1707,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,22,Car
2014,435431,439805,2,2,20.10.2014,1707,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,45,Car
2014,440777,433031,1,1,20.10.2014,1530,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,75,Car
2014,429915,432748,2,1,21.10.2014,1134,"A (""back roads"")",Wet,Daylight (streetlights present),Raining with high winds,Vehicle or pillion passenger,Slight,Female,21,Car
2014,428620,429665,3,2,21.10.2014,1215,"A (""back roads"")",Wet,Daylight (streetlights present),Raining with high winds,Driver or rider,Slight,Female,26,Car
2014,428620,429665,3,2,21.10.2014,1215,"A (""back roads"")",Wet,Daylight (streetlights present),Raining with high winds,Driver or rider,Slight,Male,29,Car
2014,420356,434245,2,1,21.10.2014,1509,"A (""back roads"")",Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Male,55,Motorcycle over 500cc
2014,431833,435635,1,1,21.10.2014,1515,"A (""back roads"")",Dry,Daylight (streetlights present),Fine with high winds,Vehicle or pillion passenger,Slight,Female,65,Taxi/Private hire car
2014,421541,439405,2,1,21.10.2014,1720,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,25,Car
2014,430624,424778,2,1,22.10.2014,730,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,18,Motorcycle >50cc and <=125cc
2014,431055,430949,3,1,22.10.2014,1131,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,77,Car
2014,427486,434587,2,1,22.10.2014,1340,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,40,Bicycle
2014,432348,434941,1,1,22.10.2014,1701,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,26,Car
2014,430338,434229,2,1,22.10.2014,1730,"A(M) (""main roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,22,Motorcycle >50cc and <=125cc
2014,434567,434448,2,1,23.10.2014,658,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,43,Car
2014,428940,429855,2,1,23.10.2014,705,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,41,Bicycle
2014,428099,434744,2,1,23.10.2014,800,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,22,Bicycle
2014,429476,435414,1,1,23.10.2014,854,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Male,6,Car
2014,430965,425763,2,1,23.10.2014,1155,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Car
2014,425214,437871,2,2,23.10.2014,1421,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,21,Car
2014,425214,437871,2,2,23.10.2014,1421,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,28,Goods vehicle <=3.5 tons
2014,432300,430872,2,1,23.10.2014,1712,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,29,Motorcycle >50cc and <=125cc
2014,436172,434858,1,1,23.10.2014,1715,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,30,Goods vehicle <=3.5 tons
2014,431942,435812,2,1,23.10.2014,1832,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,58,Minibus
2014,426554,427373,1,1,23.10.2014,1629,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,77,Bus or coach
2014,425221,433296,2,1,23.10.2014,2123,B (regional road),Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,28,Bicycle
2014,431003,431537,1,1,24.10.2014,820,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,27,Car
2014,428770,434640,2,1,24.10.2014,1113,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,19,Bicycle
2014,432652,426899,1,1,24.10.2014,1132,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,54,Car
2014,444010,445069,2,1,24.10.2014,1130,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,62,Bicycle
2014,418941,441967,1,1,24.10.2014,1508,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,11,Car
2014,432427,433588,3,3,24.10.2014,1520,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,Car
2014,432427,433588,3,3,24.10.2014,1520,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,34,Car
2014,432427,433588,3,3,24.10.2014,1520,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,38,Car
2014,428686,434950,1,1,24.10.2014,1830,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Male,34,Taxi/Private hire car
2014,430616,432662,2,1,24.10.2014,2322,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,59,Car
2014,426690,426930,3,1,25.10.2014,940,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,20,Car
2014,427075,433510,1,1,25.10.2014,1032,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,60,Taxi/Private hire car
2014,432351,432595,2,2,25.10.2014,1342,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,52,Car
2014,432351,432595,2,2,25.10.2014,1342,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,45,Car
2014,443588,435652,1,1,25.10.2014,1640,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Fatal,Male,61,Car
2014,433554,435962,2,1,25.10.2014,1930,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,17,Car
2014,425268,435275,2,2,25.10.2014,2210,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,43,Taxi/Private hire car
2014,425268,435275,2,2,25.10.2014,2210,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,31,Taxi/Private hire car
2014,429457,434103,2,3,25.10.2014,2215,"A(M) (""main roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,31,Car
2014,429457,434103,2,3,25.10.2014,2215,"A(M) (""main roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,28,Car
2014,429457,434103,2,3,25.10.2014,2215,"A(M) (""main roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,19,Car
2014,429234,438608,2,7,26.10.2014,29,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,18,Car
2014,429234,438608,2,7,26.10.2014,29,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,17,Car
2014,429234,438608,2,7,26.10.2014,29,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,17,Car
2014,429234,438608,2,7,26.10.2014,29,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,23,Car
2014,429234,438608,2,7,26.10.2014,29,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Car
2014,429234,438608,2,7,26.10.2014,29,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,Car
2014,429234,438608,2,7,26.10.2014,29,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,21,Car
2014,432634,435852,2,1,26.10.2014,905,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Car
2014,426720,431725,2,1,26.10.2014,1653,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,38,Bicycle
2014,431881,435694,3,3,26.10.2014,1808,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,35,Car
2014,431881,435694,3,3,26.10.2014,1808,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,24,Goods vehicle <=3.5 tons
2014,431881,435694,3,3,26.10.2014,1808,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,Goods vehicle <=3.5 tons
2014,429828,438903,1,1,26.10.2014,2120,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,28,Car
2014,429830,434413,2,2,27.10.2014,1155,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,25,Car
2014,429830,434413,2,2,27.10.2014,1155,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,1,Car
2014,433549,436345,3,1,27.10.2014,1550,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,86,Car
2014,430801,435343,2,1,27.10.2014,1715,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,46,Car
2014,432000,435773,2,1,27.10.2014,1738,B (regional road),Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,29,Bicycle
2014,427988,436019,2,1,27.10.2014,1815,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,18,Bicycle
2014,425369,428116,2,1,27.10.2014,1925,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,22,Car
2014,434961,436425,2,1,28.10.2014,54,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,15,Motorcycle >50cc and <=125cc
2014,428683,434946,1,1,28.10.2014,900,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,22,Motorcycle >50cc and <=125cc
2014,428046,432046,2,1,28.10.2014,1027,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,65,Bicycle
2014,428718,435612,2,1,28.10.2014,1121,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,51,Bicycle
2014,432814,430332,2,2,28.10.2014,1137,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,60,Car
2014,432814,430332,2,2,28.10.2014,1137,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,Car
2014,428865,433733,2,1,25.10.2014,2245,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,49,Bicycle
2014,428377,430177,2,1,28.10.2014,1523,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,10,Bicycle
2014,425680,426875,2,2,28.10.2014,1500,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,63,Car
2014,425680,426875,2,2,28.10.2014,1500,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,17,Car
