"Year","Reference_Number","Grid_Ref_Easting","Grid_Ref_Northing","Number_of_Vehicles","Number_of_Casualties","Accident_Date","Time","Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty","Type_of_Vehicle"
"2014","1440934","430419","438625","1","1","4_4_2014","1513","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","83","Car"
"2014","1441064","428587","431555","2","1","4_4_2014","2300","A (back roads)","Wet","Darkness (streetlighting unknown)","Unknown","Driver or rider","Slight","Female","28","Car"
"2014","1450279","429887","434264","1","1","5_4_2014","315","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Male","19","Taxi/Private hire car"
"2014","1450966","423266","437522","2","2","5_4_2014","1330","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","47","Goods vehicle <=3.5 tons"
"2014","1450966","423266","437522","2","2","5_4_2014","1330","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","24","Goods vehicle <=3.5 tons"
"2014","1451528","442355","439994","1","1","5_4_2014","1900","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","29","Car"
"2014","1461278","430413","433714","3","3","6_4_2014","1640","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","32","Car"
"2014","1461278","430413","433714","3","3","6_4_2014","1640","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","21","Car"
"2014","1461278","430413","433714","3","3","6_4_2014","1640","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","31","Taxi/Private hire car"
"2014","1470521","430775","433453","2","1","5_4_2014","945","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","22","Motorcycle <= 50cc"
"2014","1480500","431511","435137","3","4","8_4_2014","1059","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","23","Car"
"2014","1480500","431511","435137","3","4","8_4_2014","1059","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","34","Car"
"2014","1480500","431511","435137","3","4","8_4_2014","1059","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","36","Car"
"2014","1480500","431511","435137","3","4","8_4_2014","1059","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","38","Car"
"2014","1480678","430473","433750","2","2","8_4_2014","1250","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","63","Car"
"2014","1480678","430473","433750","2","2","8_4_2014","1250","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","60","Car"
"2014","1480751","440829","445739","1","1","8_4_2014","1336","A (back roads)","Dry","Daylight (streetlights present)","Fine with high winds","Driver or rider","Serious","Male","20","Motorcycle >50cc and <=125cc"
"2014","1481171","431621","436143","3","1","8_4_2014","1720","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","41","Car"
"2014","1481333","424718","434440","2","3","8_4_2014","1830","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","24","Car"
"2014","1481333","424718","434440","2","3","8_4_2014","1830","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","44","Car"
"2014","1481333","424718","434440","2","3","8_4_2014","1830","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","38","Car"
"2014","1490215","426486","428243","1","1","9_4_2014","746","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","23","Motorcycle >50cc and <=125cc"
"2014","1490562","430900","428654","1","1","9_4_2014","1212","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","88","Bus or coach"
"2014","1490632","436431","435581","2","1","3_4_2014","1235","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","72","Taxi/Private hire car"
"2014","1490713","426305","436913","2","4","9_4_2014","1340","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Female","21","Car"
"2014","1490713","426305","436913","2","4","9_4_2014","1340","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","22","Car"
"2014","1490713","426305","436913","2","4","9_4_2014","1340","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","17","Car"
"2014","1490713","426305","436913","2","4","9_4_2014","1340","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","21","Car"
"2014","1491282","432946","427605","1","1","9_4_2014","1808","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Female","32","Car"
"2014","14A0278","432055","435968","2","1","10_4_2014","836","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","53","Bicycle"
"2014","14A0409","427337","434674","3","1","10_4_2014","958","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","49","Bicycle"
"2014","14A1015","427704","430903","2","1","10_4_2014","1541","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","51","Car"
"2014","14A1433","432930","436036","1","1","10_4_2014","1840","A (back roads)","Dry","Darkness (no streetlights)","Fine w/o high winds","Pedestrian","Slight","Male","7","Car"
"2014","14A1747","423888","437403","1","1","10_4_2014","2100","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Male","12","Car"
"2014","14B0276","425577","443075","2","1","11_4_2014","740","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","47","Bicycle"
"2014","14B0477","428446","429056","2","1","11_4_2014","950","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","41","Car"
"2014","14B0548","428706","433085","3","1","11_4_2014","1100","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","50","Taxi/Private hire car"
"2014","14B0680","427709","426389","2","2","11_4_2014","1210","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","23","Car"
"2014","14B0680","427709","426389","2","2","11_4_2014","1210","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","45","Car"
"2014","14B1129","432209","435912","2","1","11_4_2014","1557","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","30","Motorcycle over 500cc"
"2014","14B1498","430600","436868","3","2","11_4_2014","1840","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","45","Car"
"2014","14B1498","430600","436868","3","2","11_4_2014","1840","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","45","Car"
"2014","14C0342","436891","433665","2","1","12_4_2014","849","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","52","Bicycle"
"2014","14C0578","427023","444701","2","1","12_4_2014","1025","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","38","Bicycle"
"2014","14C1823","422452","434232","2","2","12_4_2014","1600","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","12","Car"
"2014","14C1823","422452","434232","2","2","12_4_2014","1600","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","40","Car"
"2014","14D0806","430212","432064","1","3","13_04_2014","1340","A (back roads)","Dry","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Female","37","Car"
"2014","14D0806","430212","432064","1","3","13_04_2014","1340","A (back roads)","Dry","Daylight (streetlights present)","Fine with high winds","Vehicle or pillion passenger","Slight","Female","10","Car"
"2014","14D0806","430212","432064","1","3","13_04_2014","1340","A (back roads)","Dry","Daylight (streetlights present)","Fine with high winds","Vehicle or pillion passenger","Slight","Female","1","Car"
"2014","14D1032","433896","436549","2","4","13_04_2014","1545","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","56","Taxi/Private hire car"
"2014","14D1032","433896","436549","2","4","13_04_2014","1545","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","34","Taxi/Private hire car"
"2014","14D1032","433896","436549","2","4","13_04_2014","1545","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","17","Car"
"2014","14D1032","433896","436549","2","4","13_04_2014","1545","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","18","Car"
"2014","14D1290","438052","448191","1","1","13_04_2014","1800","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","24","Car"
"2014","14D1487","431253","438286","3","1","13_04_2014","1944","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","19","Motorcycle <= 50cc"
"2014","14E0983","435770","436505","1","1","14_04_2014","1500","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","5","Car"
"2014","14F0421","422426","434598","2","1","15_04_2014","915","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","43","Car"
"2014","14F0490","435094","435657","1","1","15_04_2014","1110","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","9","Car"
"2014","14F0575","428775","429727","1","1","15_04_2014","1232","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Female","78","Car"
"2014","14F1146","429071","433045","2","1","15_04_2014","1705","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","48","Car"
"2014","14F1207","431874","435948","2","1","15_04_2014","1730","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","61","Bus or coach"
"2014","14F1255","433073","432332","1","1","15_04_2014","1759","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","54","Car"
"2014","14F1358","422310","433978","1","1","15_04_2014","1847","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","31","Car"
"2014","14G0526","430191","431784","2","1","16_04_2014","1059","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","6","Bicycle"
"2014","14G0554","427924","436151","1","1","16_04_2014","1110","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Female","34","Car"
"2014","14G0648","438109","430867","1","1","16_04_2014","1200","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","76","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","39","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","7","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","11","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","7","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","10","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","44","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","11","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","78","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","74","Car"
"2014","14G1027","420343","439783","3","10","16_04_2014","1505","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","4","Car"
"2014","14G1100","430337","432814","1","1","16_04_2014","1448","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","3","Bus or coach"
"2014","14G1235","424517","427739","3","2","16_04_2014","1645","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","45","Car"
"2014","14G1235","424517","427739","3","2","16_04_2014","1645","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","22","Car"
"2014","14G1328","424100","431966","2","1","16_04_2014","1732","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","50","Bicycle"
"2014","14G1555","436474","436176","1","1","16_04_2014","1907","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","49","Motorcycle over 500cc"
"2014","14H0187","432302","426164","2","2","17_04_2014","528","Motorway (freeway)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","30","Goods vehicle <=3.5 tons"
"2014","14H0187","432302","426164","2","2","17_04_2014","528","Motorway (freeway)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","28","Car"
"2014","14H0379","432236","426267","2","4","17_04_2014","945","Motorway (freeway)","Dry","Daylight (streetlights present)","Unknown","Driver or rider","Slight","Female","35","Car"
"2014","14H0379","432236","426267","2","4","17_04_2014","945","Motorway (freeway)","Dry","Daylight (streetlights present)","Unknown","Vehicle or pillion passenger","Slight","Male","4","Car"
"2014","14H0379","432236","426267","2","4","17_04_2014","945","Motorway (freeway)","Dry","Daylight (streetlights present)","Unknown","Vehicle or pillion passenger","Slight","Female","36","Car"
"2014","14H0379","432236","426267","2","4","17_04_2014","945","Motorway (freeway)","Dry","Daylight (streetlights present)","Unknown","Vehicle or pillion passenger","Slight","Female","10","Car"
"2014","14H1058","430155","430974","2","1","17_04_2014","1630","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","24","Car"
"2014","14H1228","427482","432594","2","1","17_04_2014","1759","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","25","Car"
"2014","14H1474","438509","427246","2","1","9_4_2014","750","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","41","Bicycle"
"2014","14I0431","430508","433455","1","1","17_04_2014","2315","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Male","33","Bus or coach"
"2014","14I0904","430212","433401","1","1","18_04_2014","1518","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","32","Bus or coach"
"2014","14I1056","428520","434271","2","1","18_04_2014","1632","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","31","Bicycle"
"2014","14I1371","422422","440320","2","1","17_04_2014","1946","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","41","Car"
"2014","14J1103","425059","433376","1","1","19_04_2014","1310","B (regional road)","Dry","Daylight (streetlights present)","Unknown","Vehicle or pillion passenger","Slight","Female","41","Bus or coach"
"2014","14J1407","420338","441596","1","2","19_04_2014","1940","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","36","Car"
"2014","14J1407","420338","441596","1","2","19_04_2014","1940","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","65","Car"
"2014","14J1635","429401","433823","1","1","19_04_2014","2155","A(M) (main roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Male","30","Car"
"2014","14K0229","429360","433720","1","2","20_04_2014","349","A(M) (main roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","23","Car"
"2014","14K0229","429360","433720","1","2","20_04_2014","349","A(M) (main roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Fatal","Male","24","Car"
"2014","14K0307","426744","426835","2","2","20_04_2014","2050","B (regional road)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","26","Car"
"2014","14K0307","426744","426835","2","2","20_04_2014","2050","B (regional road)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","19","Car"
"2014","14K0632","430232","433425","1","1","6_4_2014","15","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Female","28","Taxi/Private hire car"
"2014","14L0051","424963","434400","2","1","21_04_2014","43","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","23","Bicycle"
"2014","14L0054","427476","431311","2","1","21_04_2014","2355","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","53","Taxi/Private hire car"
"2014","14L0083","441371","445033","2","2","21_04_2014","113","A(M) (main roads)","Dry","Darkness (no streetlights)","Fine w/o high winds","Driver or rider","Serious","Male","33","Car"
"2014","14L0083","441371","445033","2","2","21_04_2014","113","A(M) (main roads)","Dry","Darkness (no streetlights)","Fine w/o high winds","Driver or rider","Serious","Male","22","Car"
"2014","14L1161","427751","436156","2","1","21_04_2014","1726","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","23","Bicycle"
"2014","14M0058","426845","438032","2","1","22_04_2014","2105","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","26","Bicycle"
"2014","14M0162","430064","433776","2","1","22_04_2014","542","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Serious","Male","28","Motorcycle <= 50cc"
"2014","14M0228","429137","433091","2","1","22_04_2014","755","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","46","Bicycle"
"2014","14M0700","431416","434088","1","1","22_04_2014","1215","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Female","48","Bus or coach"
"2014","14M0807","427977","433611","2","1","22_04_2014","1430","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","51","Car"
"2014","14M0992","431959","436272","2","1","22_04_2014","1610","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","47","Car"
"2014","14M1121","428919","431655","5","2","22_04_2014","1713","Motorway (freeway)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","19","Car"
"2014","14M1121","428919","431655","5","2","22_04_2014","1713","Motorway (freeway)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","38","Car"
"2014","14M1127","432308","434917","2","1","22_04_2014","1710","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","44","Car"
"2014","14M1219","432203","429813","2","1","22_04_2014","1700","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","12","Car"
"2014","14M1265","425339","440850","2","1","22_04_2014","1800","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","31","Car"
"2014","14M1832","431456","427929","3","1","22_04_2014","2356","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","48","Car"
"2014","14N0205","427895","434391","1","2","23_04_2014","750","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","40","Bicycle"
"2014","14N0205","427895","434391","1","2","23_04_2014","750","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","32","Bicycle"
"2014","14N0265","429388","434947","2","1","23_04_2014","850","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","23","Bicycle"
"2014","14N0438","427292","426391","2","3","23_04_2014","1100","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","48","Car"
"2014","14N0438","427292","426391","2","3","23_04_2014","1100","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","22","Car"
"2014","14N0438","427292","426391","2","3","23_04_2014","1100","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","33","Car"
"2014","14N0441","427716","436102","3","1","23_04_2014","1105","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","21","Taxi/Private hire car"
"2014","14N1033","438051","436460","2","2","23_04_2014","1638","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","81","Car"
"2014","14N1033","438051","436460","2","2","23_04_2014","1638","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","53","Car"
"2014","14N1063","440757","429007","1","1","23_04_2014","1615","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","7","Goods vehicle <=3.5 tons"
"2014","14N1068","422027","436490","2","1","23_04_2014","1650","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","48","Motorcycle >50cc and <=125cc"
"2014","14N1334","424083","427964","2","1","23_04_2014","1925","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","26","Car"
"2014","14N1336","430895","435533","2","2","23_04_2014","1905","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","31","Car"
"2014","14N1336","430895","435533","2","2","23_04_2014","1905","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Serious","Male","30","Motorcycle over 500cc"
"2014","14N1407","429340","433719","2","1","23_04_2014","1630","A(M) (main roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","42","Car"
"2014","14O0196","428796","434041","2","1","24_04_2014","743","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","62","Car"
"2014","14O1025","429788","430628","1","2","23_04_2014","800","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","29","Car"
"2014","14O1025","429788","430628","1","2","23_04_2014","800","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","22","Car"
"2014","14O1225","424452","428094","2","1","24_04_2014","1740","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","18","Motorcycle >50cc and <=125cc"
"2014","14O1503","436352","436417","1","1","24_04_2014","1800","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","9","Car"
"2014","14P0845","429787","430926","1","1","25_04_2014","1440","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","46","Car"
"2014","14P0942","430306","432314","2","1","25_04_2014","1530","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","25","Car"
"2014","14Q0304","430065","431119","2","1","26_04_2014","525","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","28","Motorcycle <= 50cc"
"2014","14Q0907","431860","425713","5","1","26_04_2014","1424","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","24","Ridden horse"
"2014","14Q1587","429946","433788","1","1","25_04_2014","1940","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","18","Bus or coach"
"2014","14R0848","430604","434565","2","2","26_04_2014","1330","A (back roads)","Dry","Daylight (streetlights present)","Unknown","Driver or rider","Slight","Female","45","Car"
"2014","14R0848","430604","434565","2","2","26_04_2014","1330","A (back roads)","Dry","Daylight (streetlights present)","Unknown","Vehicle or pillion passenger","Slight","Male","25","Car"
"2014","14R1003","423035","435217","2","1","27_04_2014","1510","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","21","Motorcycle >50cc and <=125cc"
"2014","14R1181","435638","436343","2","1","27_04_2014","1530","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","1","Car"
"2014","14R1223","419650","441077","2","1","27_04_2014","1600","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","35","Car"
"2014","14S0217","422292","438279","2","1","28_04_2014","735","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","23","Motorcycle >50cc and <=125cc"
"2014","14S0237","426550","442017","2","1","28_04_2014","803","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","29","Car"
"2014","14S0258","429090","439492","2","1","28_04_2014","815","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","49","Car"
"2014","14S0479","436283","434154","1","1","28_04_2014","1700","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","58","Car"
"2014","14S0758","429811","434610","2","1","28_04_2014","1310","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","20","Bicycle"
"2014","14S0896","429925","435658","1","1","28_04_2014","1420","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","78","Car"
"2014","14S1211","430915","436494","2","1","28_04_2014","1024","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","24","Car"
"2014","14S1601","433633","435340","2","1","28_04_2014","1905","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","63","Car"
"2014","14T0043","429309","435030","2","1","29_04_2014","55","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","21","Car"
"2014","14T0368","433060","434084","1","1","5_4_2014","1600","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Male","56","Car"
"2014","14T0951","430643","428140","1","1","29_04_2014","1550","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","11","Car"
