"Year","Reference_Number","Grid_Ref_Easting","Grid_Ref_Northing","Number_of_Vehicles","Number_of_Casualties","Accident_Date","Time","Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty","Type_of_Vehicle"
"2013","130096040","441175","431252","2","2","4_3_2013","1905","B (regional road)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","61","Car"
"2013","130096565","424793","438954","2","2","5_3_2013","805","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","26","Car"
"2013","130096565","424793","438954","2","2","5_3_2013","805","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","44","Car"
"2013","130097393","421016","434481","2","1","5_3_2013","1325","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","75","Car"
"2013","130097439","430701","439040","2","1","25_02_2013","1718","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","22","Car"
"2013","130097611","430922","426526","2","1","5_3_2013","1609","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","36","Car"
"2013","130097661","436013","429013","3","1","5_3_2013","1748","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","19","Motorcycle >50cc and <=125cc"
"2013","130098364","428588","435664","1","1","4_3_2013","1800","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Pedestrian","Slight","Male","65","Car"
"2013","130098441","421066","434250","2","3","5_3_2013","1930","A (back roads)","Dry","Darkness (streetlighting unknown)","Fog or mist","Driver or rider","Slight","Male","25","Car"
"2013","130098441","421066","434250","2","3","5_3_2013","1930","A (back roads)","Dry","Darkness (streetlighting unknown)","Fog or mist","Vehicle or pillion passenger","Slight","Female","56","Car"
"2013","130098441","421066","434250","2","3","5_3_2013","1930","A (back roads)","Dry","Darkness (streetlighting unknown)","Fog or mist","Vehicle or pillion passenger","Slight","Female","20","Car"
"2013","130099158","431093","433464","2","2","6_3_2013","1500","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","37","Car"
"2013","130099158","431093","433464","2","2","6_3_2013","1500","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","50","Car"
"2013","130099261","422483","428694","1","1","6_3_2013","1515","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","2","Goods vehicle <=3.5 tons"
"2013","130099277","431311","428960","2","5","6_3_2013","1624","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","37","Car"
"2013","130099277","431311","428960","2","5","6_3_2013","1624","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","71","Car"
"2013","130099277","431311","428960","2","5","6_3_2013","1624","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","5","Car"
"2013","130099277","431311","428960","2","5","6_3_2013","1624","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","3","Car"
"2013","130099277","431311","428960","2","5","6_3_2013","1624","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","1","Car"
"2013","130099346","430737","435032","2","1","6_3_2013","1745","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","34","Motorcycle >50cc and <=125cc"
"2013","130100761","431971","425549","2","2","7_3_2013","1442","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","46","Goods vehicle <=3.5 tons"
"2013","130100761","431971","425549","2","2","7_3_2013","1442","Motorway (freeway)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","22","Goods vehicle <=3.5 tons"
"2013","130100919","430437","436612","2","1","7_3_2013","1915","B (regional road)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Slight","Male","28","Bicycle"
"2013","130100931","423604","434588","2","1","7_3_2013","1945","B (regional road)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Slight","Male","32","Bicycle"
"2013","130101556","432510","427410","1","1","8_3_2013","855","A (back roads)","Wet","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Female","18","Car"
"2013","130101727","428935","440181","3","1","8_3_2013","1040","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","82","Car"
"2013","130101808","428405","434382","2","1","8_3_2013","645","Unclassified","Wet","Darkness (streetlighting unknown)","Raining w/o high winds","Driver or rider","Slight","Male","31","Bicycle"
"2013","130103433","420195","445412","1","1","9_3_2013","910","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","76","Car"
"2013","130103476","427295","436692","1","1","9_3_2013","1920","Unclassified","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Pedestrian","Slight","Female","23","Car"
"2013","130103649","431520","435143","3","1","9_3_2013","1440","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","30","Bicycle"
"2013","130103898","438322","430246","2","1","9_3_2013","1910","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","31","Car"
"2013","130104012","430683","432924","2","1","9_3_2013","2040","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Female","30","Car"
"2013","130104174","422298","433422","2","2","9_3_2013","2056","B (regional road)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Slight","Male","32","Car"
"2013","130104174","422298","433422","2","2","9_3_2013","2056","B (regional road)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Female","63","Car"
"2013","130104305","430343","433408","1","1","10_3_2013","430","Unclassified","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Pedestrian","Slight","Male","34","Car"
"2013","130104306","429561","434801","1","1","10_3_2013","18","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Female","23","Car"
"2013","130104328","427910","438509","3","1","9_3_2013","1020","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","12","Car"
"2013","130104330","429704","431074","2","1","9_3_2013","1245","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","24","Car"
"2013","130104728","432154","436139","2","1","10_3_2013","1025","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","21","Car"
"2013","130104868","432619","433819","2","3","10_3_2013","1350","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","50","Bus or coach"
"2013","130104868","432619","433819","2","3","10_3_2013","1350","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","44","Car"
"2013","130104868","432619","433819","2","3","10_3_2013","1350","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","13","Car"
"2013","130104878","428571","431522","2","1","10_3_2013","1100","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","54","Motorcycle >125cc and <=500cc"
"2013","130105735","436816","442441","1","1","11_3_2013","730","A (back roads)","Ice","Darkness (streetlighting unknown)","Snowing w/o high winds","Driver or rider","Slight","Female","57","Car"
"2013","130106485","426956","427620","2","2","9_3_2013","850","B (regional road)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","34","Car"
"2013","130106485","426956","427620","2","2","9_3_2013","850","B (regional road)","Wet","Daylight (streetlights present)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Male","36","Car"
"2013","130107172","431272","428910","2","1","12_3_2013","745","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","59","Taxi/Private hire car"
"2013","130107674","430418","433774","1","1","12_3_2013","1125","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","76","Bus or coach"
"2013","130107691","431849","435655","1","1","12_3_2013","930","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","27","Car"
"2013","130107964","433533","429821","1","1","12_3_2013","1320","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","33","Goods vehicle >=7.5 tons"
"2013","130108403","421615","434392","2","1","12_3_2013","1805","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","29","Bicycle"
"2013","130108534","428433","434998","2","1","12_3_2013","2127","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Female","24","Bicycle"
"2013","130108975","428099","434508","2","1","13_03_2013","900","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","29","Bicycle"
"2013","130109291","431107","433568","2","1","12_3_2013","1555","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","49","Car"
"2013","130109315","425185","441146","2","2","12_3_2013","2320","Unclassified","Dry","Darkness (no streetlights)","Fine w/o high winds","Driver or rider","Slight","Male","31","Car"
"2013","130109315","425185","441146","2","2","12_3_2013","2320","Unclassified","Dry","Darkness (no streetlights)","Fine w/o high winds","Driver or rider","Slight","Male","43","Car"
"2013","130110399","429051","433853","2","1","14_03_2013","700","Unclassified","Wet","Darkness (streetlighting unknown)","Fine w/o high winds","Driver or rider","Slight","Male","45","Minibus"
"2013","130110485","426137","439013","1","1","13_03_2013","1725","Unclassified","Wet","Darkness (streetlighting unknown)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Male","4","Bus or coach"
"2013","130111343","425614","436979","1","1","14_03_2013","1020","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","71","Car"
"2013","130111586","429396","430167","2","1","13_03_2013","2105","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","15","Car"
"2013","130111778","431021","430778","2","2","14_03_2013","1905","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","19","Car"
"2013","130111778","431021","430778","2","2","14_03_2013","1905","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","19","Car"
"2013","130111892","436819","433733","1","1","14_03_2013","2140","A (back roads)","Dry","Darkness (streetlighting unknown)","Fine w/o high winds","Pedestrian","Slight","Male","19","Car"
"2013","130112789","428493","431575","2","1","15_03_2013","1230","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","43","Car"
"2013","130113041","424032","437714","2","2","15_03_2013","1515","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","25","Car"
"2013","130113041","424032","437714","2","2","15_03_2013","1515","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","47","Car"
"2013","130113131","430120","432112","3","1","12_3_2013","1000","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","41","Car"
"2013","130113344","430230","432037","1","1","15_03_2013","1220","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","88","Bus or coach"
